staging_id,company_name,priority_tracks,evidence_url,evidence_date,close_date,activity_state,application_signal,review_state,last_reviewed,notes
EP-0501,岚图汽车科技股份有限公司,product_operations|electronic_information_technology,https://app.mokahr.com/campus-recruitment/voyah/146293,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS展示校园实习项目且覆盖技术产品设计和运营方向但具体当前岗位与截止时间待逐岗复核
EP-0502,毕马威中国,product_operations|electronic_information_technology,https://app.mokahr.com/campus-recruitment/kpmg/76195,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园招聘入口包含实习项目线索但当前开放岗位及租户主体仍需复核
EP-0503,锐捷网络股份有限公司,product_operations|electronic_information_technology,https://app.mokahr.com/campus-recruitment/ruijie/136206,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口明确包含实习岗位并覆盖研发产品和市场方向但需冻结当前岗位清单
EP-0504,舜宇集团有限公司,electronic_information_technology,https://app.mokahr.com/campus-recruitment/sunnyoptical/146167,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口提供光学电子和智能制造实习线索但具体有效期待复核
EP-0505,华勤技术股份有限公司,electronic_information_technology,https://app.mokahr.com/campus-recruitment/hq/45417,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口提供软硬件研发与产品项目实习线索但需确认当前岗位
EP-0506,牧原食品集团股份有限公司,product_operations|electronic_information_technology,https://app.mokahr.com/campus-recruitment/muyuan/70116,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口存在生产运营数字化和技术方向实习线索但需确认当期岗位
EP-0507,百丽时尚集团,product_operations,https://career.cuhk.edu.cn/en/job/view/id/468373,2026-06-10,2026-06-21,expired,company_email,rejected_expired,2026-07-26,市场营销实习明确覆盖产品卖点内容策划KOL合作和数据复盘且使用企业域名邮箱但已截止
EP-0508,搜狐,product_operations|electronic_information_technology,https://app.mokahr.com/campus_apply/sohu/28313,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园申请入口提供互联网产品运营和研发实习线索但当前岗位需复核
EP-0509,湖南广播影视集团有限公司,product_operations|electronic_information_technology,https://app.mokahr.com/campus_apply/hntvhr/26048,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口涉及内容运营产品与技术岗位但实习供给和有效期需复核
EP-0510,雀巢大中华区,product_operations,https://app.mokahr.com/campus-recruitment/nestlezgc/91899,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口提供市场销售供应链和运营实习线索但具体当前岗位待确认
EP-0511,上海巨人网络科技有限公司,product_operations|electronic_information_technology,https://app.mokahr.com/apply/ztgame/37485/,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS入口包含游戏策划运营和研发实习线索但需确认当前在招清单
EP-0512,特斯拉中国,product_operations|electronic_information_technology,https://app.mokahr.com/campus-recruitment/tesla/41460,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口包含工程软件供应链和业务运营实习线索但需逐岗复核
EP-0513,上海华虹（集团）有限公司,electronic_information_technology,https://app.mokahr.com/campus-recruitment/huahong/70000,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口提供集成电路工艺设备和信息技术实习线索但需确认当前开放岗位
EP-0514,NVIDIA,electronic_information_technology,https://app.mokahr.com/campus-recruitment/nvidia/47111,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS校园入口提供GPU软件算法与系统实习线索但当前有效岗位需进一步核验
EP-0515,深圳北芯生命科技股份有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468592,2026-06-26,2026-07-17,expired,university_only,rejected_expired,2026-07-26,医疗器械研发与工程暑期实习项目有岗位级证据但本批次已截止
EP-0516,十沣科技,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468597,2026-06-26,2026-07-10,expired,company_email,rejected_expired,2026-07-26,仿真与软件技术暑期实习岗位明确且使用企业域名邮箱但本批次已截止
EP-0517,陆兮科技,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468601,2026-06-26,2026-07-17,expired,university_only,rejected_expired,2026-07-26,2027届同步实习岗位有附件证据但本批次已截止且官方申请链待复核
EP-0518,复星财富控股,other,https://career.cuhk.edu.cn/job/view/id/468565,2026-06-25,2026-07-04,expired,university_only,rejected_expired,2026-07-26,暑期实习补招有岗位附件证据但本批次已截止
EP-0519,东方红资产管理,product_operations,https://career.cuhk.edu.cn/job/view/id/468566,2026-06-25,unknown,expired,university_only,rejected_expired,2026-07-26,资产管理暑期实习存在岗位级证据但页面已结束且申请链需复核
EP-0520,盛趣游戏,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468567,2026-06-25,2026-07-04,expired,company_email,rejected_expired,2026-07-26,游戏产品分析实习明确覆盖用户数据反馈与版本迭代且使用企业邮箱但已截止
EP-0521,海天味业,product_operations,https://career.cuhk.edu.cn/job/view/id/468568,2026-06-25,2026-06-30,expired,university_only,rejected_expired,2026-07-26,2027届实习项目有明确岗位证据但本批次已截止
EP-0522,广州凡岛网络科技有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468569,2026-06-25,2026-07-12,expired,official_url,rejected_expired,2026-07-26,组织发展和业务支持实习明确并提供企业官网岗位入口但本批次已截止
EP-0523,深圳深港科技创新合作区发展有限公司,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468571,2026-06-25,2026-07-11,expired,university_only,rejected_expired,2026-07-26,科技园区实习项目有岗位附件证据但本批次已截止
EP-0524,麦当劳中国,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468573,2026-06-25,2026-07-11,expired,university_only,rejected_expired,2026-07-26,总部IT市场和人力实习线索明确但页面批次已截止且申请需经官方公众号复核
EP-0525,招银金服,product_operations,https://career.cuhk.edu.cn/job/view/id/467929,2026-04-20,2026-04-30,expired,university_only,rejected_expired,2026-07-26,暑期实习项目有岗位附件证据但本批次已截止
EP-0526,西山居游戏,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/467934,2026-04-20,2026-05-29,expired,university_only,rejected_expired,2026-07-26,游戏产品运营和研发实习项目明确但本批次已截止且公众号投递链待复核
EP-0527,深圳道远商业不动产咨询有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/467938,2026-04-20,2026-04-30,expired,university_only,rejected_expired,2026-07-26,行政运营实习包含客户响应活动策划和空间运营但本批次已截止
EP-0528,BCG波士顿咨询,product_operations,https://career.cuhk.edu.cn/job/view/id/467943,2026-04-20,2026-05-05,expired,university_only,rejected_expired,2026-07-26,夏秋季PTA实习招聘有岗位级证据但本批次已截止且公众号申请链待复核
EP-0529,嘉立创,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/467946,2026-04-20,2026-04-30,expired,university_only,rejected_expired,2026-07-26,暑期实习含AI编程和经营人才岗位但本批次已截止
EP-0530,招商基金管理有限公司,other,https://career.cuhk.edu.cn/job/view/id/467954,2026-04-20,2026-05-15,expired,university_only,rejected_expired,2026-07-26,2026暑期实习有岗位附件证据但本批次已截止
EP-0531,顺丰科技有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468103,2026-05-13,2026-06-12,expired,university_only,rejected_expired,2026-07-26,2027届科技暑期实习项目明确但本批次已截止且公众号申请链待复核
EP-0532,深圳数据交易所,product_operations,https://career.cuhk.edu.cn/job/view/id/468105,2026-05-13,2026-06-12,expired,company_email,rejected_expired,2026-07-26,财务会计实习岗位明确且使用机构域名邮箱但本批次已截止
EP-0533,莫测智能,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468108,2026-05-13,2026-05-31,expired,company_email,rejected_expired,2026-07-26,数码产品新媒体视频实习包含脚本内容与产品理解且使用企业域名邮箱但已截止
EP-0534,上海合绎投资管理有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468115,2026-05-13,unknown,expired,university_only,rejected_expired,2026-07-26,量化和研究实习有岗位级证据但页面已结束且当前入口需重新核验
EP-0535,生命保险资产管理有限公司,other,https://career.cuhk.edu.cn/job/view/id/468116,2026-05-13,2026-06-15,expired,company_email,rejected_expired,2026-07-26,信用评估实习岗位明确且使用企业域名邮箱但本批次已截止
EP-0536,深圳市恒信华业股权投资基金管理有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468118,2026-05-13,2026-06-13,expired,company_email,rejected_expired,2026-07-26,ICT半导体与新能源行业研究实习明确且使用企业域名邮箱但本批次已截止
EP-0537,天职国际会计师事务所深圳分所,other,https://career.cuhk.edu.cn/job/view/id/468121,2026-05-13,2026-05-31,expired,university_only,rejected_expired,2026-07-26,暑期实习岗位需求附件明确但本批次已截止
EP-0538,天风证券股份有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468591,2026-06-26,2026-06-30,expired,university_only,rejected_expired,2026-07-26,面向2027和2028届的长期实习招聘有岗位级证据但页面批次已截止
EP-0539,舍弗勒中国,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2401493.htm,2026-06-02,2026-06-30,expired,official_url,rejected_expired,2026-07-26,暑期实习覆盖AI软件自动化电子和智能制造且提供官方投递链接但网申期已过
EP-0540,深圳市燃气集团股份有限公司,product_operations|electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2405819.htm,2026-06-12,2026-06-30,expired,official_url,rejected_expired,2026-07-26,暑期实习含信息技术综合能源和运营岗位且提供官方投递链接但已截止
EP-0541,南国置业股份有限公司,product_operations,https://job.hust.edu.cn/zpinfo3/2406637.htm,2026-06-18,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习栏目存在运营与项目岗位线索但页面超时且当前状态和申请链需重新核验
EP-0542,长城证券股份有限公司,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468307,2026-06-03,2026-06-07,expired,official_url,rejected_expired,2026-07-26,暑期实习明确包含产品管理客群运营人工智能软件和数据治理岗位且指向官网但本批次已截止
