staging_id,company_name,priority_tracks,evidence_url,evidence_date,close_date,activity_state,application_signal,review_state,last_reviewed,notes
EP-0801,杭州进迭时空科技有限公司,electronic_information_technology,https://forum.spacemit.com/t/topic/1426,2026-07-03,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,企业官方论坛明确RISC-V芯片生态实习岗位但申请入口和当前截止状态仍需复核
EP-0802,上海自贸区股权投资基金管理有限公司,other,https://job.hust.edu.cn/zpinfo3/2405825.htm,2026-06-12,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确暑期实习生智研计划但当前有效期与官方申请入口仍需复核
EP-0803,上海索辰信息科技股份有限公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2403623.htm,2026-06-09,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校岗位标题明确Modelica技术实习但当前有效期与官方申请入口仍需复核
EP-0804,宁波银行股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2403626.htm,2026-06-09,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确暑期实习生计划但岗位方向和当前有效期仍需复核
EP-0805,中国建筑国际集团有限公司,other,https://job.hust.edu.cn/zpinfo3/2403221.htm,2026-06-04,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确朝阳计划暑期实习但官方申请链仍需复核
EP-0806,中信建筑设计研究总院有限公司,other,https://job.hust.edu.cn/zpinfo3/2401485.htm,2026-06-03,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确暑期实习但未从设计行业推断岗位方向且官方入口仍需复核
EP-0807,中移九天人工智能科技有限公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2400180.htm,2026-05-22,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校岗位标题明确人工智能实习生计划但当前有效期与官方入口仍需复核
EP-0808,上海瓶钵信息科技有限公司,product_operations|electronic_information_technology,https://career.ecnu.edu.cn/career/index,2026-07-23,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校最新实习流明确OpenClaw AI智能体产品打磨实习岗位但详情链接和官方入口仍需复核
EP-0809,无锡明慈心血管病医院有限公司,other,https://job.hust.edu.cn/zpinfo3/2397727.htm,2026-05-09,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确医疗中心实习生招聘但岗位方向与当前有效期仍需复核
EP-0810,江南模塑科技股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2397726.htm,2026-05-09,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确2027届实习生招聘但未按制造行业推断技术方向
EP-0811,中国电力工程顾问集团中南电力设计院有限公司,other,https://job.hust.edu.cn/zpinfo3/2397249.htm,2026-05-07,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确暑期实习生招募但当前岗位和申请入口仍需复核
EP-0812,广船国际有限公司,other,https://job.hust.edu.cn/zpinfo3/2396833.htm,2026-05-01,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确暑期实习生招聘但未按船舶行业推断岗位方向
EP-0813,申能集团有限公司,other,https://job.hust.edu.cn/zpinfo3/2395985.htm,2026-04-28,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确暑期实习生招聘但当前有效期与官方入口仍需复核
EP-0814,武大数智教育武汉有限公司,other,https://job.hust.edu.cn/zpinfo3/2392306.htm,2026-04-09,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确企业实习生招聘但标题未证明优先方向
EP-0815,普联技术有限公司,other,https://job.hust.edu.cn/zpinfo3/2391347.htm,2026-04-03,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确TP-LINK暑期实习项目但未按企业行业推断岗位方向
EP-0816,天弘基金管理有限公司,other,https://job.hust.edu.cn/zpinfo3/2388727.htm,2026-03-24,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确暑期实习招聘但当前有效期与申请入口仍需复核
EP-0817,恒隆地产有限公司,other,https://job.hust.edu.cn/zpinfo3/2388359.htm,2026-03-23,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确实习生计划但未给出可复核截止时间
EP-0818,高通中国控股有限公司,other,https://job.hust.edu.cn/zpinfo3/2384661.htm,2026-03-10,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表证明企业发布2026实习招聘但未从企业行业推断具体方向
EP-0819,湖北美术出版社有限公司,other,https://job.hust.edu.cn/zpinfo3/2383307.htm,2026-03-05,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确出版社实习生招聘但当前状态仍需复核
EP-0820,广州市城市规划勘测设计研究院有限公司,other,https://job.hust.edu.cn/zpinfo3/2379554.htm,2026-02-13,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校实习列表明确校园实习生招聘但当前状态与官方入口仍需复核
EP-0821,金山软件有限公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2379445.htm,2026-01-26,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校岗位标题明确算法实习生招聘但当前可投状态仍需复核
EP-0822,辛米尔视觉科技上海有限公司,other,https://job.hust.edu.cn/zpinfo3/2325845.htm,2025-09-18,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史实习列表证明企业发布过校园实习生计划但不能证明当前在招
EP-0823,四方光电股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2321684.htm,2025-09-15,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史实习列表证明企业发布过秋季实习但未按企业名称推断技术方向
EP-0824,武汉哈米科技有限公司,other,https://job.hust.edu.cn/zpinfo3/2319039.htm,2025-09-12,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史岗位明确招聘方向HR实习但不能证明当前在招
EP-0825,滨松光子学商贸中国有限公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2317293.htm,2025-09-10,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校岗位标题明确光学物理光电与电子信息实习方向但属于历史证据
EP-0826,湖北崛郡科技有限公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2289798.htm,2025-08-18,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校岗位标题明确Python实习岗位但属于历史证据
EP-0827,卧龙控股集团有限公司,other,https://job.hust.edu.cn/zpinfo3/2288568.htm,2025-07-24,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明企业发布过实习岗位但不能证明当前在招
EP-0828,广东省建筑设计研究院集团股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2287506.htm,2025-07-04,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明企业发布过实习生招聘但不能证明当前在招
EP-0829,四川省交通运输发展战略和规划科学研究院,other,https://job.hust.edu.cn/zpinfo3/2287376.htm,2025-07-03,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明研究院发布过实习生岗位但不能证明当前在招
EP-0830,北京市市政工程设计研究总院有限公司,other,https://job.hust.edu.cn/zpinfo3/2287054.htm,2025-06-30,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明企业发布过暑期实习但不能证明当前在招
EP-0831,中国电力工程顾问集团西北电力设计院有限公司,other,https://job.hust.edu.cn/zpinfo3/2286705.htm,2025-06-25,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明设计院发布过暑期实习但不能证明当前在招
EP-0832,中国信达资产管理股份有限公司河南省分公司,other,https://job.hust.edu.cn/zpinfo3/2286063.htm,2025-06-18,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明分公司招募过暑期实习生但不能证明当前在招
EP-0833,海南矿业股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2284823.htm,2025-06-17,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明企业发布过实习生招聘但不能证明当前在招
EP-0834,盈峰环境科技集团股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2284861.htm,2025-06-11,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明企业发布过暑期实习但标题未证明优先方向
EP-0835,湖南省交通规划勘察设计院有限公司,other,https://job.hust.edu.cn/zpinfo3/2284802.htm,2025-06-11,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明设计院发布过暑期实习但不能证明当前在招
EP-0836,武汉航空仪表有限责任公司,other,https://job.hust.edu.cn/zpinfo3/2283401.htm,2025-06-06,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明企业发布过实习生招聘但未按企业行业推断岗位方向
EP-0837,中冶南方城市建设工程技术有限公司,other,https://job.hust.edu.cn/zpinfo3/2280644.htm,2025-05-28,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明企业发布过暑期实习生招聘但不能证明当前在招
EP-0838,中国建筑科学研究院有限公司,other,https://job.hust.edu.cn/zpinfo3/2280436.htm,2025-05-27,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明研究院发布过实习生招聘但不能证明当前在招
EP-0839,上海银行股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2280429.htm,2025-05-27,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史列表证明银行发布过暑期实习但不能证明当前在招
