staging_id,company_name,priority_tracks,evidence_url,evidence_date,close_date,activity_state,application_signal,review_state,last_reviewed,notes
EP-0601,韶音科技,electronic_information_technology,https://app.mokahr.com/campus_apply/aftershokzhr/36940,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS存在实习招聘项目且方向覆盖电子信息技术但当前具体岗位和截止时间仍需逐岗复核
EP-0602,北京微步在线科技有限公司,electronic_information_technology,https://app.mokahr.com/campus-recruitment/threatbook/39679,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS存在网络安全与技术岗位招聘入口但当前实习岗位清单仍需复核
EP-0603,华测检测认证集团股份有限公司,electronic_information_technology,https://app.mokahr.com/social-recruitment/cti/145979,2026-07-26,unknown,active_needs_recheck,official_url,needs_current_recheck,2026-07-26,官方ATS显示实习招聘分类且涉及检测技术岗位但当前职位和截止时间仍需复核
EP-0604,广州智跃深空科技有限公司,product_operations|electronic_information_technology,https://www.career.zju.edu.cn/jyxt/sczp/zpztgl/ckZpgwXq.zf?zpxxbh=4685F27F292AAA20E0653A68DD0E9B18,2026-07-26,2026-12-31,active_explicit,university_only,internship_evidence_checked,2026-07-26,高校岗位页明确给出产品运营实习岗位且同企业另有AI运营和开发实习岗位
EP-0605,北京鼎帷管理顾问有限公司,product_operations,https://www.career.zju.edu.cn/jyxt/sczp/zpztgl/ckZpgwXq.zf?zpxxbh=4F7B3CC147F24EB6E0653A68DD0E9B18,2026-07-26,2026-12-31,active_explicit,company_email,internship_evidence_checked,2026-07-26,高校岗位页明确新媒体运营实习并给出企业域名邮箱
EP-0606,昆仑芯（北京）科技有限公司,electronic_information_technology,https://www.career.zju.edu.cn/jyxt/sczp/zpztgl/ckZpgwXq.zf?zpxxbh=53F7344A6F204A94E0653A68DD0E9B18,2026-07-26,2026-12-31,active_explicit,company_email,internship_evidence_checked,2026-07-26,高校岗位页明确芯片和AI方向实习并给出企业域名邮箱
EP-0607,春秋航空股份有限公司,electronic_information_technology,https://www.career.zju.edu.cn/jyxt/sczp/zpztgl/ckZpgwXq.zf?zpxxbh=54823E1C82EFFAB8E0653A68DD0E9B18,2026-07-26,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,高校岗位页明确算法实习岗位但截止时间和当前申请链仍需复核
EP-0608,寒序科技（北京）有限公司,electronic_information_technology,https://www.career.zju.edu.cn/jyxt/sczp/zpztgl/ckZpgwXq.zf?zpxxbh=4CCE0F69898A8C86E0653A68DD0E9B18,2026-07-26,2026-12-31,active_explicit,university_only,internship_evidence_checked,2026-07-26,高校岗位页明确AI与量子技术实习岗位
EP-0609,正方软件股份有限公司,electronic_information_technology,https://www.career.zju.edu.cn/jyxt/sczp/zpztgl/ckZpgwXq.zf?zpxxbh=17BF90DFB0B3BD9BE0653A68DD0E9B18,2026-07-26,2026-07-01,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确大模型实习岗位但本批次已截止
EP-0610,北京华顺信安科技有限公司,electronic_information_technology,https://cxcy.hbu.edu.cn/hdzhjycy/xyzph/101750062541709.html,2026-07-26,unknown,discovery_only,university_only,needs_current_recheck,2026-07-26,高校历史岗位页明确网络安全技术实习但未证明当前仍在招聘
