staging_id,company_name,priority_tracks,evidence_url,evidence_date,close_date,activity_state,application_signal,review_state,last_reviewed,notes
EP-0701,成都农村商业银行股份有限公司,other,https://jy.scu.edu.cn/index/index/employjobdetail.html?data=MDAwMDAwMDAwMJG6n3_Ed6imi4qQtLh4Y9yKu9TSs4bddricp9CWi5qikaeWacSdqLqGfaK2w4iil5C4zNbGiL-E,2026-06-29,2026-07-06,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确总行与分支机构实习岗位但本批次已截止
EP-0702,河南能源化工集团供应链有限公司,other,https://job.henu.edu.cn/module/position_brief_detail/id-112926/nid-10822,2026-06-17,2026-08-31,active_explicit,university_only,internship_evidence_checked,2026-07-26,高校岗位页明确财务与单证实习需求且仍在有效期内但申请入口需进一步安全复核
EP-0703,宣伟涂料,other,https://career.cuhk.edu.cn/job/view/id/468434,2026-06-16,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页证明企业发布过实习招聘但标题未证明产品运营或电子信息方向且本批次已截止
EP-0704,深圳雅文信息传播有限公司,other,https://career.cuhk.edu.cn/job/view/id/468285,2026-05-29,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页证明企业发布过暑期实习补招但标题未证明优先方向且本批次已截止
EP-0705,麦星投资,other,https://career.cuhk.edu.cn/job/view/id/468382,2026-06-11,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页证明企业存在实习生计划但本批次已截止
EP-0706,开思基金,other,https://career.cuhk.edu.cn/job/view/id/468385,2026-06-11,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确暑期实习生招聘但本批次已截止
EP-0707,深圳市优必选科技股份有限公司,other,https://career.cuhk.edu.cn/job/view/id/468468,2026-06-17,2026-07-10,expired,university_only,rejected_expired,2026-07-26,高校岗位页证明企业持续发布实习岗位但标题未证明具体方向且本批次已截止
EP-0708,Streamax锐明技术,other,https://career.cuhk.edu.cn/job/view/id/468371,2026-06-10,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页证明企业有暑期实习项目但未按企业行业推断岗位方向且本批次已截止
EP-0709,韦莱韬悦Willis Towers Watson,other,https://career.cuhk.edu.cn/job/view/id/468337,2026-06-09,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确全球奖酬数据咨询实习但不归入产品运营或电子信息方向且本批次已截止
EP-0710,上海金证资产评估,other,https://career.cuhk.edu.cn/job/view/id/468352,2026-06-09,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确资产评估暑期实习但本批次已截止
EP-0711,明思力MSL,other,https://career.cuhk.edu.cn/job/view/id/468322,2026-06-08,2026-06-30,expired,university_only,rejected_expired,2026-07-26,高校岗位页证明企业发布过暑期实习但标题未证明优先方向且本批次已截止
EP-0712,仙乐健康,other,https://career.cuhk.edu.cn/job/view/id/468335,2026-06-08,2026-07-10,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确为人力资源实习招聘且本批次已截止
EP-0713,中国国新基金管理有限公司,other,https://career.cuhk.edu.cn/job/view/id/468314,2026-06-04,2026-07-10,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确投资实习岗位但本批次已截止
EP-0714,开立医疗,other,https://career.cuhk.edu.cn/job/view/id/468304,2026-06-03,2026-06-26,expired,university_only,rejected_expired,2026-07-26,高校岗位页证明企业发布过实习岗位但标题未证明优先方向且本批次已截止
EP-0715,Everlink Capital,other,https://career.cuhk.edu.cn/job/view/id/468308,2026-06-03,2026-07-15,expired,university_only,rejected_expired,2026-07-26,高校岗位页明确实习分析师招聘但本批次已截止
