staging_id,company_name,priority_tracks,evidence_url,evidence_date,close_date,activity_state,application_signal,review_state,last_reviewed,notes
PT-0301,独立说教育科技北京有限公司,product_operations,https://career.nankai.edu.cn/correcruit/content/id/115848.html,2026-05-26,unknown,active_needs_recheck,company_email,internship_evidence_checked,2026-07-26,产品运营实习明确且企业域名邮箱已出现
PT-0302,天津易迪思信息科技有限公司,product_operations,https://career.nankai.edu.cn/correcruit/content/id/100730.html,2026-05-14,unknown,active_needs_recheck,company_email,internship_evidence_checked,2026-07-26,产品运营实习明确且要求每周至少三天
PT-0303,米哈游科技上海有限公司,product_operations|electronic_information_technology,https://career.nankai.edu.cn/correcruit/content/id/115221.html,2026-04-21,rolling,active_explicit,official_url,application_chain_checked,2026-07-26,全年实习明确且同时开放产品策划运营与程序技术
PT-0304,亚信科技中国有限公司,product_operations|electronic_information_technology,https://career.nankai.edu.cn/correcruit/content/id/114416.html,2026-03-20,unknown,active_needs_recheck,unknown,internship_evidence_checked,2026-07-26,明确列出产品经理助理产品运营及多类研发测试实习
PT-0305,杭州阿里巴巴海外数字商业有限公司,product_operations|electronic_information_technology,https://career.nankai.edu.cn/correcruit/content/id/115013.html,2026-04-10,unknown,active_needs_recheck,official_url,application_chain_checked,2026-07-26,官方校园链接列出技术数据产品运营实习
PT-0306,北京抖音信息服务有限公司,product_operations|electronic_information_technology,https://career.nankai.edu.cn/correcruit/content/id/114407.html,2026-03-19,unknown,active_needs_recheck,official_url_and_email,application_chain_checked,2026-07-26,ByteIntern明确含研发产品运营但需复核当前岗位页
PT-0307,杉数科技北京有限公司,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/attachment/careercuhk/ueditor/file/20260324/2252_%E6%9D%89%E6%95%B0%E7%A7%91%E6%8A%802026%E5%B1%8A%E6%A0%A1%E5%9B%AD%E6%8B%9B%E8%81%98%E5%AE%9E%E4%B9%A0%E7%94%9F%E6%8B%9B%E8%81%98.pdf,2026-03-24,unknown,active_needs_recheck,unknown,internship_evidence_checked,2026-07-26,PDF明确产品运营实习且包含AI产品与代码要求
PT-0308,北京锐我科技有限公司,product_operations,https://career.nankai.edu.cn/correcruit/content/id/115455.html,2026-04-30,unknown,active_needs_recheck,personal_email_rejected,application_chain_rejected,2026-07-26,游戏运营实习明确但仅出现个人QQ邮箱不能导入
PT-0309,广州博冠信息科技有限公司,product_operations|electronic_information_technology,https://career.nankai.edu.cn/correcruit/content/id/112917.html,2026-01-29,rolling,active_explicit,official_url,application_chain_checked,2026-07-26,网易游戏全年项目明确开放运营用户体验与技术岗位
PT-0310,平安证券股份有限公司,product_operations|electronic_information_technology,https://career.nankai.edu.cn/correcruit/content/id/115205.html,2026-04-20,2026-06-30,expired,official_url,rejected_expired,2026-07-26,本次暑期申请期已过但保留产品内容运营和信息技术负证据
